pages,articles,edits,images,users,activeusers,admins,jobs,cirrussearch-article-words,queued-massmessages,language
854286,408624,9215089,0,146100,585,12,0,75404172,0,eu
5469908,955857,36706268,84489,1202851,5382,37,0,186996948,0,fa
2993,735,28940,0,8344,36,2,0,168846,0,ff
1440036,549382,21300490,72589,539670,1825,33,0,156399698,0,fi
3641,1277,35587,0,8718,9,1,0,91776,0,fj
40483,13882,371066,0,28104,39,3,0,2224532,0,fo
12477497,2506874,202022477,70276,4613733,19126,154,0,1585127374,0,fr
155551,51002,1111253,7695,45268,76,8,0,17709989,0,fy
99075,58335,1127458,1158,55316,104,7,0,8571932,0,ga
32119,15868,572285,347,26614,27,5,0,2381114,0,gd
491773,195321,6342141,272,133876,271,8,0,84448082,0,gl
12228,5173,124546,0,17351,31,2,0,879470,0,gn
121963,30092,840161,0,72760,78,3,0,8508158,0,gu
23555,5875,318849,184,19051,20,3,0,917786,0,gv
39991,22810,234476,0,21620,165,5,0,10705516,0,ha
1402641,331870,35837204,76067,1061920,2911,27,0,208474804,0,he
1238394,155826,5790530,3712,748403,1450,6,0,52171290,0,hi
129,3,3786,0,1577,1,1,0,205,0,ho
449196,214187,6595331,21379,289703,535,12,0,67324332,0,hr
83495,68335,819298,0,30062,53,3,0,7386824,0,ht
1493458,521969,25875276,8712,527824,1700,25,0,209982662,0,hu
999747,296047,8634861,11631,130623,586,11,0,98962691,0,hy
176,0,4483,0,3763,0,1,0,0,0,hz
43613,29168,652979,4,46691,50,6,0,2509667,0,ia
3452221,641475,23115026,46850,1394028,3300,44,0,185992470,0,id
15446,11542,153782,0,17961,33,2,0,3548534,0,ie
20501,13522,109691,0,15646,46,4,0,7454418,0,ig
189,3,11653,0,2033,1,1,0,85,0,ii
2706,503,38894,0,8330,16,2,0,14188,0,ik
54510,37036,1010430,0,35114,47,5,0,5962663,0,io
145508,56158,1795234,3215,90325,142,19,0,12695881,0,is
7672589,1802816,132299783,133467,2360777,8296,119,0,883710837,0,it
3033,451,46032,0,18132,32,2,0,14207,0,iu
4026109,1367207,94202182,8187,2049253,14657,41,0,1362444081,0,ja
181769,72435,1629120,5452,56699,80,5,0,10491827,0,jv
469581,166378,4483177,15058,148852,245,6,0,38153533,0,ka
2920,1262,44035,0,10407,10,1,0,40514,0,kg
3089,1504,20883,0,8399,10,1,0,48181,0,ki
114,4,3548,0,1378,0,1,0,113,0,kj
597422,233015,3138692,10542,128049,311,14,0,34482819,0,kk
2265,243,74732,0,12740,9,3,0,25573,0,kl
34068,10020,293441,1035,38526,69,6,0,7515068,0,km
133719,29786,1155494,2307,80113,171,4,0,20530744,0,kn
3053882,629137,34529926,12999,778268,1626,27,0,155764334,0,ko
162,0,4641,0,5465,0,1,0,0,0,kr
10285,2736,73675,10,10002,19,2,0,129412,0,ks
117068,59016,1165194,564,54672,104,3,0,6366959,0,ku
17238,5501,141486,0,13767,25,1,0,804713,0,kv
13791,6957,207426,6,14489,29,2,0,695164,0,kw
110664,80406,439884,2687,35574,88,2,0,11387472,0,ky
277614,137598,3747700,0,165519,141,17,0,20592479,0,la
134224,61589,2423002,2382,57268,78,6,0,11886121,0,lb
6269,2535,29119,0,7757,24,2,0,1058069,0,lg
66298,14268,458449,623,27527,36,7,0,4579406,0,li
8698,3321,122593,32,12450,30,4,0,267361,0,ln
13070,3964,99853,0,16901,33,2,0,1352703,0,lo
512362,208959,6903567,24545,173158,374,10,0,45071140,0,lt
483331,118922,3802361,26196,112913,305,13,0,29660175,0,lv
246199,95415,1053400,3,30252,39,3,0,9425561,0,mg
206,4,4212,0,2144,0,1,0,585,0,mh
14160,7785,160935,0,17573,15,2,0,796882,0,mi
535601,134519,4942483,8703,107729,321,12,0,60690695,0,mk
506768,83270,3818739,7057,169603,283,15,0,26704714,0,ml
99182,21920,724081,1372,82557,95,3,0,7145065,0,mn
300975,90793,2248998,19141,151916,308,10,0,14655004,0,mr
1052273,363893,5787484,19178,310460,670,16,0,66814494,0,ms
19562,5225,287792,724,21180,51,5,0,4217468,0,mt
227114,106263,784142,2970,109429,122,4,0,21502741,0,my
4898,1670,89869,4,11993,12,1,0,35284,0,na
1738277,607909,23371822,4,576496,1275,45,0,176419635,0,nb
105450,31357,1124710,1300,61671,112,6,0,6869428,0,ne
442,8,5923,0,2386,0,1,0,2693,0,ng
4521655,2118890,63863277,20,1265432,3920,35,0,402849877,0,nl
377456,164500,3461101,16,126510,141,14,0,37702262,0,nn
1738279,607909,23371828,4,576496,1275,45,0,176419635,0,no
36236,21773,302410,734,16007,17,2,0,1408479,0,nv
4622,1021,41534,0,10066,19,3,0,276658,0,ny
158540,88445,2355576,937,50536,101,4,0,18449670,0,oc
4100,1242,39335,0,10088,20,1,0,358923,0,om
73899,16553,477735,171,32867,63,6,0,5158560,0,or
62526,16905,533174,158,23410,27,3,0,1260191,0,os
148507,43120,651923,1836,44724,121,9,0,16941963,0,pa
4650,2546,101907,1,6932,8,2,0,63712,0,pi
3597833,1560997,69699511,261,1226569,4506,99,0,468380194,0,pl
58673,17332,293250,1736,29634,45,1,0,13850061,0,ps
5483866,1102943,65345058,59258,2890083,9125,52,0,507077946,0,pt
56416,23354,653212,0,28246,33,2,0,1909753,0,qu
9619,3757,163860,51,19257,20,3,0,2794897,0,rm
2482,627,23289,0,9329,12,1,0,57528,0,rn
2662839,437466,15563362,116914,611848,1018,17,0,143030743,0,ro
7628355,1902443,129049795,242755,3354815,11029,74,0,986135544,0,ru
12099,4987,93052,0,11929,44,1,0,1410416,0,rw
72222,11968,474492,445,37053,41,4,0,2834765,0,sa
16674,7381,179587,151,23063,30,4,0,2189000,0,sc
56472,15347,242478,145,16762,28,4,0,4339706,0,sd
20915,7837,301906,0,27374,17,7,0,695763,0,se
1985,316,20651,0,6250,7,2,0,24338,0,sg
84812,18442,542082,3044,62032,86,3,0,8962313,0,si
556642,244125,7528484,0,231401,591,10,0,60991918,0,sk
451807,180366,5953298,8374,219960,406,22,0,66150144,0,sl
3342,1073,43019,0,10011,8,1,0,157628,0,sm
19075,10363,105469,0,16394,29,1,0,1100565,0,sn
26728,9140,249091,0,34426,114,1,0,2443488,0,so
272008,88738,2530460,4420,150048,295,11,0,32236058,0,sq
4017337,669261,25612016,37613,323136,834,18,0,177280949,0,sr
2528,636,38709,0,7996,14,3,0,86686,0,ss
4393,906,29262,0,9906,18,2,0,163220,0,st
97739,61398,633106,545,29522,58,7,0,6629448,0,su
6158977,2559678,52103867,0,858887,2296,67,0,494548695,0,sv
159493,76551,1270599,2283,59503,219,14,0,11579720,0,sw
484260,152929,3670096,8004,216738,331,31,0,42515248,0,ta
320991,81599,3822458,14685,119718,191,14,0,38360201,0,te
266269,109410,1342417,493,38374,78,7,0,10069676,0,tg
1014615,154547,10625707,26471,443773,1072,17,0,98922831,0,th
2768,254,24141,0,8918,10,2,0,48307,0,ti
16290,6670,238067,335,26253,40,3,0,1412321,0,tk
237056,44223,2001774,1897,130063,168,11,0,15387350,0,tl
4365,1011,30766,4,9686,12,2,0,588057,0,tn
5399,1948,42476,12,9792,10,2,0,173102,0,to
2442166,514930,29381524,38702,1480537,3379,20,0,141954489,0,tr
3789,723,37132,0,9414,17,2,0,166027,0,ts
635177,483272,3816312,6312,45883,92,6,0,101431704,0,tt
5757,2641,103791,0,14602,20,2,0,957519,0,tw
2997,1217,53186,0,7124,6,1,0,30069,0,ty
15287,5628,156801,134,20780,31,2,0,2742813,0,ug
4333842,1251109,38882284,111724,678136,3883,46,0,446059807,0,uk
1030430,187744,5325959,13883,160122,297,11,0,45987294,0,ur
820816,222170,3619086,2606,93012,792,20,0,54279438,0,uz
2243,750,19476,0,7546,12,1,0,43713,0,ve
19412754,1281908,69745473,25548,902529,1952,19,0,319977021,0,vi
149426,33239,3281361,0,33395,39,2,0,2557210,0,vo
27720,11744,393246,626,23125,29,4,0,1957198,0,wa
5374,1649,104668,0,14477,12,3,0,660578,0,wo
3924,1275,34499,0,12342,23,1,0,287307,0,xh
44378,15500,586452,1062,47683,52,3,0,3455710,0,yi
55925,32131,562676,166,26318,68,3,0,2531160,0,yo
4820,2478,40493,0,10156,12,2,0,187701,0,za
7329187,1341943,76136948,62792,3326498,8203,67,0,638784434,0,zh
24456,10895,100478,0,18774,31,1,0,866437,0,zu
