pages,articles,edits,images,users,activeusers,admins,jobs,cirrussearch-article-words,queued-massmessages,language
2265,243,74732,0,12738,9,3,0,25573,0,kl
34067,10020,293438,1035,38522,69,6,0,7515068,0,km
133719,29785,1155389,2307,80106,171,4,0,20530744,0,kn
3053808,629127,34528606,12999,778221,1626,27,0,155764334,0,ko
162,0,4641,0,5465,0,1,0,0,0,kr
10285,2736,73674,10,9999,19,2,0,129412,0,ks
117067,59015,1165154,564,54669,104,3,0,6366959,0,ku
17238,5501,141484,0,13766,25,1,0,804713,0,kv
13734,6957,207311,6,14488,29,2,0,695164,0,kw
110663,80406,439881,2687,35573,88,2,0,11387541,0,ky
277613,137598,3747689,0,165515,141,17,0,20592479,0,la
134222,61589,2422991,2382,57265,78,6,0,11886121,0,lb
6268,2534,29118,0,7756,24,2,0,1058069,0,lg
66298,14268,458449,623,27526,36,7,0,4579406,0,li
8695,3321,122582,32,12449,30,4,0,267361,0,ln
13070,3964,99853,0,16899,33,2,0,1352703,0,lo
512362,208959,6903533,24545,173156,374,10,0,45071140,0,lt
483324,118922,3802327,26196,112907,305,13,0,29660175,0,lv
246199,95415,1053400,3,30250,39,3,0,9425561,0,mg
206,4,4212,0,2144,0,1,0,585,0,mh
14160,7785,160935,0,17569,15,2,0,796882,0,mi
535600,134519,4942458,8703,107728,321,12,0,60690695,0,mk
506760,83269,3818663,7057,169598,283,15,0,26704714,0,ml
99185,21922,724054,1372,82553,95,3,0,7145065,0,mn
300915,90792,2248882,19141,151908,308,10,0,14655004,0,mr
1052261,363884,5787324,19178,310439,670,16,0,66814494,0,ms
19560,5224,287783,724,21178,51,5,0,4217551,0,mt
227100,106260,784099,2970,109420,122,4,0,21502741,0,my
4898,1670,89869,4,11992,12,1,0,35284,0,na
1738222,607906,23371364,4,576481,1275,45,0,176419635,0,nb
105447,31355,1124694,1300,61665,112,6,0,6869428,0,ne
442,8,5923,0,2386,0,1,0,2693,0,ng
4521650,2118890,63862983,20,1265411,3920,35,0,402849877,0,nl
377452,164498,3461081,16,126507,141,14,0,37702262,0,nn
1738223,607907,23371381,4,576481,1275,45,0,176419635,0,no
36234,21773,302396,734,16004,17,2,0,1407779,0,nv
4622,1021,41534,0,10064,19,3,0,276658,0,ny
158540,88445,2355573,937,50533,101,4,0,18449670,0,oc
4100,1242,39335,0,10086,20,1,0,358923,0,om
73897,16552,477723,171,32864,63,6,0,5158560,0,or
62526,16905,533174,158,23408,27,3,0,1260191,0,os
148500,43116,651897,1836,44721,121,9,0,16941963,0,pa
4649,2546,101905,1,6930,8,2,0,63712,0,pi
3597815,1560982,69698379,261,1226553,4506,99,0,468380194,0,pl
58663,17326,293222,1736,29631,45,1,0,13850061,0,ps
5483805,1102950,65342756,59256,2889989,9125,52,0,507077946,0,pt
56416,23354,653212,0,28244,33,2,0,1909753,0,qu
9619,3757,163860,51,19256,20,3,0,2794897,0,rm
2482,627,23289,0,9328,12,1,0,57528,0,rn
2662818,437462,15563194,116914,611835,1018,17,0,143013879,0,ro
7628212,1902399,129047239,242748,3354749,11029,74,0,986135544,0,ru
12088,4987,93033,0,11927,44,1,0,1410416,0,rw
72220,11968,474490,445,37051,41,4,0,2834765,0,sa
16674,7381,179587,151,23062,30,4,0,2189000,0,sc
56470,15346,242471,145,16759,28,4,0,4339706,0,sd
20915,7837,301906,0,27372,17,7,0,695700,0,se
1985,316,20651,0,6248,7,2,0,24338,0,sg
84812,18441,542052,3044,62026,86,3,0,8960478,0,si
556638,244123,7528420,0,231400,591,10,0,60991918,0,sk
451795,180364,5953256,8374,219955,406,22,0,66150144,0,sl
3342,1073,43019,0,10010,8,1,0,157628,0,sm
19075,10363,105469,0,16391,29,1,0,1100565,0,sn
26728,9140,249090,0,34424,114,1,0,2443350,0,so
272010,88736,2530434,4420,150045,295,11,0,32236058,0,sq
4017316,669258,25611826,37613,323129,834,18,0,177280949,0,sr
2528,636,38709,0,7995,14,3,0,86686,0,ss
4393,906,29262,0,9905,18,2,0,163220,0,st
97739,61398,633106,545,29519,58,7,0,6629448,0,su
6158972,2559673,52102991,0,858871,2296,67,0,494548695,0,sv
159493,76551,1270591,2283,59500,219,14,0,11579720,0,sw
484216,152922,3669941,8004,216706,331,31,0,42515248,0,ta
320970,81592,3822281,14685,119711,191,14,0,38360201,0,te
266269,109410,1342417,493,38370,78,7,0,10069676,0,tg
1014536,154523,10625241,26470,443758,1072,17,0,98922831,0,th
2768,254,24141,0,8916,10,2,0,48307,0,ti
16290,6670,238065,335,26251,40,3,0,1412268,0,tk
237053,44211,2001721,1897,130055,168,11,0,15387350,0,tl
4365,1011,30766,4,9685,12,2,0,588057,0,tn
5399,1948,42476,12,9791,10,2,0,173088,0,to
2442160,514943,29380988,38701,1480494,3379,20,0,141887711,0,tr
3789,723,37132,0,9413,17,2,0,166027,0,ts
635177,483272,3815877,6312,45880,92,6,0,101431704,0,tt
5757,2641,103791,0,14601,20,2,0,957519,0,tw
2997,1217,53186,0,7123,6,1,0,30069,0,ty
15286,5628,156784,134,20778,31,2,0,2742813,0,ug
4333622,1250938,38881497,111722,678109,3883,46,0,445777228,0,uk
1030416,187739,5325758,13883,160112,297,11,0,45987294,0,ur
820808,222165,3619017,2606,93006,792,20,0,54273145,0,uz
2243,750,19476,0,7545,12,1,0,43713,0,ve
19412723,1281895,69744540,25544,902492,1952,19,0,319977021,0,vi
149424,33238,3281357,0,33393,39,2,0,2557210,0,vo
27720,11744,393246,626,23123,29,4,0,1957198,0,wa
5374,1649,104668,0,14476,12,3,0,660578,0,wo
3924,1275,34499,0,12341,23,1,0,287293,0,xh
44378,15500,586448,1062,47682,52,3,0,3455710,0,yi
55925,32131,562676,166,26317,68,3,0,2531160,0,yo
4820,2478,40493,0,10154,12,2,0,187701,0,za
7329096,1341913,76132483,62788,3326371,8203,67,0,638784434,0,zh
24456,10895,100478,0,18773,31,1,0,866437,0,zu
