LICENSE TYPE,0,6,12,18,24,30,36,42,48,54,60,66,72,78,84,90,96,102,108,114
all,467000000,23800000,41800000,73100000,131000000,155000000,197000000,251000000,259000000,262000000,296000000,325000000,327000000,346000000,343000000,363000000,370000000,355000000,414000000,366000000
