LICENSE TYPE,No Priori,Australia,Brazil,Canada,Egypt,Germany,India,Japan,Spain,United Kingdom,United States,Arabic,Chinese (Simplified),Chinese (Traditional),English,French,Indonesian,Portuguese,Spanish
all,467000000,308000,2970000,227000,3130,9090000,241000,131000,312000,10000000,428000000,199000,187000,117000,488000000,855000,336000,4690000,14100000
